Frequency ;Azimuth ;S-param ;Amplitude ;Phase      ;
9.330     ;-82.0   ;S34     ;-78.6316  ;62.6283    ;
9.340     ;-82.0   ;S34     ;-78.6465  ;28.5935    ;
9.350     ;-82.0   ;S34     ;-78.5009  ;-5.9519    ;
9.360     ;-82.0   ;S34     ;-78.3527  ;-41.6962   ;
9.370     ;-82.0   ;S34     ;-78.3169  ;-77.3932   ;
9.380     ;-82.0   ;S34     ;-78.3687  ;-113.937   ;
9.390     ;-82.0   ;S34     ;-78.3878  ;-148.557   ;
9.400     ;-82.0   ;S34     ;-78.3316  ;176.434    ;
9.410     ;-82.0   ;S34     ;-78.4127  ;140.769    ;
9.420     ;-82.0   ;S34     ;-78.3751  ;106.714    ;
9.430     ;-82.0   ;S34     ;-78.2384  ;71.6306    ;
9.440     ;-82.0   ;S34     ;-78.0132  ;36.9344    ;
9.450     ;-82.0   ;S34     ;-77.9048  ;0.0174343  ;
9.460     ;-82.0   ;S34     ;-77.9655  ;-36.5017   ;
9.470     ;-82.0   ;S34     ;-77.9955  ;-72.5641   ;
9.480     ;-82.0   ;S34     ;-78.2138  ;-106.646   ;
9.490     ;-82.0   ;S34     ;-78.2258  ;-141.133   ;
9.500     ;-82.0   ;S34     ;-77.8799  ;-175.709   ;
9.510     ;-82.0   ;S34     ;-77.4686  ;147.785    ;
9.520     ;-82.0   ;S34     ;-77.4348  ;110.169    ;
9.530     ;-82.0   ;S34     ;-77.4092  ;73.0624    ;
9.540     ;-82.0   ;S34     ;-77.689   ;37.5966    ;
9.550     ;-82.0   ;S34     ;-77.7411  ;2.65181    ;
9.560     ;-82.0   ;S34     ;-77.7066  ;-33.2071   ;
9.570     ;-82.0   ;S34     ;-77.7126  ;-67.9284   ;
9.580     ;-82.0   ;S34     ;-77.5606  ;-102.994   ;
9.590     ;-82.0   ;S34     ;-77.4846  ;-139.328   ;
9.600     ;-82.0   ;S34     ;-77.3488  ;-175.815   ;
9.610     ;-82.0   ;S34     ;-77.3065  ;146.979    ;
9.620     ;-82.0   ;S34     ;-77.3853  ;110.995    ;
9.630     ;-82.0   ;S34     ;-77.4599  ;75.8603    ;
9.640     ;-82.0   ;S34     ;-77.4358  ;40.3498    ;
9.650     ;-82.0   ;S34     ;-77.4359  ;5.45342    ;
9.660     ;-82.0   ;S34     ;-77.2258  ;-29.7604   ;
9.670     ;-82.0   ;S34     ;-77.1601  ;-65.7856   ;
9.680     ;-82.0   ;S34     ;-76.9982  ;-101.883   ;
9.690     ;-82.0   ;S34     ;-77.1056  ;-138.165   ;
9.700     ;-82.0   ;S34     ;-76.9518  ;-173.662   ;
9.710     ;-82.0   ;S34     ;-77.0091  ;150.465    ;
9.720     ;-82.0   ;S34     ;-76.8427  ;115.212    ;
9.730     ;-82.0   ;S34     ;-76.6176  ;79.6253    ;
9.740     ;-82.0   ;S34     ;-76.3293  ;43.2139    ;
9.750     ;-82.0   ;S34     ;-76.3071  ;5.78105    ;
9.760     ;-82.0   ;S34     ;-76.1476  ;-30.5128   ;
9.770     ;-82.0   ;S34     ;-76.1258  ;-66.8356   ;
9.780     ;-82.0   ;S34     ;-76.0042  ;-103.167   ;
9.790     ;-82.0   ;S34     ;-75.9175  ;-139.614   ;
9.800     ;-82.0   ;S34     ;-75.7491  ;-176.771   ;
9.300     ;-81.0   ;S34     ;-77.8996  ;165.069    ;
9.310     ;-81.0   ;S34     ;-77.9074  ;129.039    ;
9.320     ;-81.0   ;S34     ;-78.0499  ;94.1628    ;
9.330     ;-81.0   ;S34     ;-78.0981  ;59.6014    ;
9.340     ;-81.0   ;S34     ;-78.0358  ;25.5007    ;
9.350     ;-81.0   ;S34     ;-77.9449  ;-9.4172    ;
9.360     ;-81.0   ;S34     ;-77.8225  ;-45.7035   ;
9.370     ;-81.0   ;S34     ;-77.7939  ;-81.3076   ;
9.380     ;-81.0   ;S34     ;-77.7925  ;-116.808   ;
9.390     ;-81.0   ;S34     ;-77.8885  ;-152.51    ;
9.400     ;-81.0   ;S34     ;-77.8281  ;172.477    ;
9.410     ;-81.0   ;S34     ;-77.8085  ;136.837    ;
9.420     ;-81.0   ;S34     ;-77.9267  ;101.986    ;
9.430     ;-81.0   ;S34     ;-77.7873  ;67.2551    ;
9.440     ;-81.0   ;S34     ;-77.5621  ;32.0398    ;
9.450     ;-81.0   ;S34     ;-77.4022  ;-4.43318   ;
9.460     ;-81.0   ;S34     ;-77.4029  ;-41.6428   ;
9.470     ;-81.0   ;S34     ;-77.6529  ;-77.7472   ;
9.480     ;-81.0   ;S34     ;-77.8272  ;-111.982   ;
9.490     ;-81.0   ;S34     ;-77.7979  ;-146.297   ;
9.500     ;-81.0   ;S34     ;-77.4587  ;178.888    ;
9.510     ;-81.0   ;S34     ;-77.1911  ;142.603    ;
9.520     ;-81.0   ;S34     ;-77.1014  ;105.521    ;
9.530     ;-81.0   ;S34     ;-77.1791  ;68.5731    ;
9.540     ;-81.0   ;S34     ;-77.3502  ;32.6746    ;
9.550     ;-81.0   ;S34     ;-77.4494  ;-2.21745   ;
9.560     ;-81.0   ;S34     ;-77.3437  ;-38.1207   ;
9.570     ;-81.0   ;S34     ;-77.4281  ;-72.4614   ;
9.580     ;-81.0   ;S34     ;-77.3581  ;-107.88    ;
9.590     ;-81.0   ;S34     ;-77.1623  ;-144.02    ;
9.600     ;-81.0   ;S34     ;-77.0642  ;179.176    ;
9.610     ;-81.0   ;S34     ;-77.0181  ;143.013    ;
9.620     ;-81.0   ;S34     ;-77.0154  ;106.381    ;
9.630     ;-81.0   ;S34     ;-77.1818  ;70.5826    ;
9.640     ;-81.0   ;S34     ;-77.2883  ;36.0439    ;
9.650     ;-81.0   ;S34     ;-77.1567  ;0.781301   ;
9.660     ;-81.0   ;S34     ;-76.9926  ;-33.9342   ;
9.670     ;-81.0   ;S34     ;-76.8979  ;-70.7494   ;
9.680     ;-81.0   ;S34     ;-76.7683  ;-107.324   ;
9.690     ;-81.0   ;S34     ;-76.759   ;-142.711   ;
9.700     ;-81.0   ;S34     ;-76.7105  ;-178.934   ;
9.710     ;-81.0   ;S34     ;-76.782   ;145.011    ;
9.720     ;-81.0   ;S34     ;-76.5699  ;110.006    ;
9.730     ;-81.0   ;S34     ;-76.4412  ;74.3493    ;
9.740     ;-81.0   ;S34     ;-76.2     ;37.598     ;
9.750     ;-81.0   ;S34     ;-76.0993  ;1.15682    ;
9.760     ;-81.0   ;S34     ;-76.0442  ;-35.5057   ;
9.770     ;-81.0   ;S34     ;-75.9941  ;-71.5585   ;
9.780     ;-81.0   ;S34     ;-75.8831  ;-108.041   ;
9.790     ;-81.0   ;S34     ;-75.7136  ;-144.803   ;
9.800     ;-81.0   ;S34     ;-75.5853  ;178.63     ;
9.300     ;-80.0   ;S34     ;-77.4139  ;162.837    ;
9.310     ;-80.0   ;S34     ;-77.4465  ;126.998    ;
9.320     ;-80.0   ;S34     ;-77.459   ;91.4394    ;
9.330     ;-80.0   ;S34     ;-77.5026  ;56.4016    ;
9.340     ;-80.0   ;S34     ;-77.5197  ;21.473     ;
9.350     ;-80.0   ;S34     ;-77.397   ;-13.1189   ;
9.360     ;-80.0   ;S34     ;-77.2909  ;-49.3444   ;
9.370     ;-80.0   ;S34     ;-77.2575  ;-84.8526   ;
9.380     ;-80.0   ;S34     ;-77.2773  ;-120.379   ;
9.390     ;-80.0   ;S34     ;-77.2585  ;-155.922   ;
9.400     ;-80.0   ;S34     ;-77.2544  ;168.251    ;
9.410     ;-80.0   ;S34     ;-77.3379  ;132.142    ;
9.420     ;-80.0   ;S34     ;-77.4413  ;97.4386    ;
9.430     ;-80.0   ;S34     ;-77.3067  ;62.8243    ;
9.440     ;-80.0   ;S34     ;-77.0899  ;27.4591    ;
9.450     ;-80.0   ;S34     ;-76.9352  ;-9.66512   ;
9.460     ;-80.0   ;S34     ;-76.9287  ;-46.3215   ;
9.470     ;-80.0   ;S34     ;-77.2129  ;-82.2674   ;
9.480     ;-80.0   ;S34     ;-77.3244  ;-117.371   ;
9.490     ;-80.0   ;S34     ;-77.3461  ;-151.718   ;
9.500     ;-80.0   ;S34     ;-77.1303  ;173.836    ;
9.510     ;-80.0   ;S34     ;-76.8929  ;137.186    ;
9.520     ;-80.0   ;S34     ;-76.7185  ;100.983    ;
9.530     ;-80.0   ;S34     ;-76.7894  ;63.9068    ;
9.540     ;-80.0   ;S34     ;-76.9744  ;27.9671    ;
9.550     ;-80.0   ;S34     ;-77.0575  ;-8.17212   ;
9.560     ;-80.0   ;S34     ;-77.0538  ;-42.6293   ;
9.570     ;-80.0   ;S34     ;-77.0803  ;-77.9569   ;
9.580     ;-80.0   ;S34     ;-77.023   ;-113.174   ;
9.590     ;-80.0   ;S34     ;-76.8788  ;-148.614   ;
9.600     ;-80.0   ;S34     ;-76.7719  ;174.696    ;
9.610     ;-80.0   ;S34     ;-76.7165  ;138.259    ;
9.620     ;-80.0   ;S34     ;-76.7752  ;101.551    ;
9.630     ;-80.0   ;S34     ;-76.8267  ;66.1223    ;
9.640     ;-80.0   ;S34     ;-76.8676  ;30.709     ;
9.650     ;-80.0   ;S34     ;-76.8408  ;-4.20758   ;
9.660     ;-80.0   ;S34     ;-76.6215  ;-38.8144   ;
9.670     ;-80.0   ;S34     ;-76.5716  ;-75.4167   ;
9.680     ;-80.0   ;S34     ;-76.5588  ;-111.805   ;
9.690     ;-80.0   ;S34     ;-76.4625  ;-148.094   ;
9.700     ;-80.0   ;S34     ;-76.4131  ;175.949    ;
9.710     ;-80.0   ;S34     ;-76.4391  ;139.959    ;
9.720     ;-80.0   ;S34     ;-76.3901  ;105.049    ;
9.730     ;-80.0   ;S34     ;-76.1248  ;69.4517    ;
9.740     ;-80.0   ;S34     ;-75.995   ;32.6124    ;
9.750     ;-80.0   ;S34     ;-75.8846  ;-3.72172   ;
9.760     ;-80.0   ;S34     ;-75.8269  ;-40.1887   ;
9.770     ;-80.0   ;S34     ;-75.7792  ;-76.9552   ;
9.780     ;-80.0   ;S34     ;-75.586   ;-113.585   ;
9.790     ;-80.0   ;S34     ;-75.5515  ;-150.441   ;
9.800     ;-80.0   ;S34     ;-75.4784  ;173.027    ;
9.300     ;-79.0   ;S34     ;-76.9612  ;159.577    ;
9.310     ;-79.0   ;S34     ;-76.9544  ;124.229    ;
9.320     ;-79.0   ;S34     ;-76.8898  ;88.7523    ;
9.330     ;-79.0   ;S34     ;-76.9779  ;53.7191    ;
9.340     ;-79.0   ;S34     ;-76.9269  ;18.4414    ;
9.350     ;-79.0   ;S34     ;-76.8627  ;-16.7931   ;
9.360     ;-79.0   ;S34     ;-76.7038  ;-52.446    ;
9.370     ;-79.0   ;S34     ;-76.7669  ;-88.4574   ;
9.380     ;-79.0   ;S34     ;-76.6566  ;-124.47    ;
9.390     ;-79.0   ;S34     ;-76.6657  ;-160.735   ;
9.400     ;-79.0   ;S34     ;-76.6967  ;163.884    ;
9.410     ;-79.0   ;S34     ;-76.7935  ;127.696    ;
9.420     ;-79.0   ;S34     ;-76.9142  ;92.1904    ;
9.430     ;-79.0   ;S34     ;-76.8171  ;57.9998    ;
9.440     ;-79.0   ;S34     ;-76.5892  ;22.7169    ;
9.450     ;-79.0   ;S34     ;-76.5178  ;-14.1628   ;
9.460     ;-79.0   ;S34     ;-76.5792  ;-50.6859   ;
9.470     ;-79.0   ;S34     ;-76.6956  ;-86.9003   ;
9.480     ;-79.0   ;S34     ;-76.904   ;-122.199   ;
9.490     ;-79.0   ;S34     ;-76.9173  ;-156.066   ;
9.500     ;-79.0   ;S34     ;-76.7933  ;168.702    ;
9.510     ;-79.0   ;S34     ;-76.6198  ;132.734    ;
9.520     ;-79.0   ;S34     ;-76.5129  ;96.1295    ;
9.530     ;-79.0   ;S34     ;-76.496   ;59.1261    ;
9.540     ;-79.0   ;S34     ;-76.647   ;23.0255    ;
9.550     ;-79.0   ;S34     ;-76.7656  ;-12.2019   ;
9.560     ;-79.0   ;S34     ;-76.7792  ;-47.4672   ;
9.570     ;-79.0   ;S34     ;-76.8239  ;-82.4559   ;
9.580     ;-79.0   ;S34     ;-76.7231  ;-117.943   ;
9.590     ;-79.0   ;S34     ;-76.5706  ;-153.276   ;
9.600     ;-79.0   ;S34     ;-76.4912  ;169.79     ;
9.610     ;-79.0   ;S34     ;-76.4561  ;133.49     ;
9.620     ;-79.0   ;S34     ;-76.4375  ;96.9746    ;
9.630     ;-79.0   ;S34     ;-76.527   ;60.9482    ;
9.640     ;-79.0   ;S34     ;-76.615   ;26.1278    ;
9.650     ;-79.0   ;S34     ;-76.5454  ;-8.5063    ;
9.660     ;-79.0   ;S34     ;-76.3632  ;-44.066    ;
9.670     ;-79.0   ;S34     ;-76.2908  ;-80.3447   ;
9.680     ;-79.0   ;S34     ;-76.1828  ;-117.177   ;
9.690     ;-79.0   ;S34     ;-76.1439  ;-152.747   ;
9.700     ;-79.0   ;S34     ;-76.1163  ;170.974    ;
9.710     ;-79.0   ;S34     ;-76.1376  ;135.162    ;
9.720     ;-79.0   ;S34     ;-75.9937  ;99.9471    ;
9.730     ;-79.0   ;S34     ;-75.8812  ;63.7862    ;
9.740     ;-79.0   ;S34     ;-75.7057  ;27.6251    ;
9.750     ;-79.0   ;S34     ;-75.5929  ;-9.1719    ;
9.760     ;-79.0   ;S34     ;-75.5538  ;-45.1068   ;
9.770     ;-79.0   ;S34     ;-75.4986  ;-82.0021   ;
9.780     ;-79.0   ;S34     ;-75.4285  ;-118.855   ;
9.790     ;-79.0   ;S34     ;-75.3353  ;-155.456   ;
9.800     ;-79.0   ;S34     ;-75.259   ;167.899    ;
9.300     ;-78.0   ;S34     ;-76.4187  ;156.763    ;
9.310     ;-78.0   ;S34     ;-76.3506  ;121.215    ;
9.320     ;-78.0   ;S34     ;-76.3271  ;85.4749    ;
9.330     ;-78.0   ;S34     ;-76.3848  ;49.8223    ;
9.340     ;-78.0   ;S34     ;-76.3595  ;14.7442    ;
9.350     ;-78.0   ;S34     ;-76.3669  ;-20.5227   ;
9.360     ;-78.0   ;S34     ;-76.2176  ;-56.1682   ;
9.370     ;-78.0   ;S34     ;-76.1403  ;-92.2619   ;
9.380     ;-78.0   ;S34     ;-76.1478  ;-128.325   ;
9.390     ;-78.0   ;S34     ;-76.1682  ;-164.543   ;
9.400     ;-78.0   ;S34     ;-76.1294  ;159.526    ;
9.410     ;-78.0   ;S34     ;-76.3018  ;123.333    ;
9.420     ;-78.0   ;S34     ;-76.3973  ;87.9111    ;
9.430     ;-78.0   ;S34     ;-76.327   ;53.1702    ;
9.440     ;-78.0   ;S34     ;-76.2162  ;18.1206    ;
9.450     ;-78.0   ;S34     ;-76.0958  ;-18.4148   ;
9.460     ;-78.0   ;S34     ;-76.1745  ;-55.4232   ;
9.470     ;-78.0   ;S34     ;-76.2911  ;-91.6083   ;
9.480     ;-78.0   ;S34     ;-76.4746  ;-127.299   ;
9.490     ;-78.0   ;S34     ;-76.5404  ;-161.652   ;
9.500     ;-78.0   ;S34     ;-76.466   ;163.4      ;
9.510     ;-78.0   ;S34     ;-76.28    ;127.61     ;
9.520     ;-78.0   ;S34     ;-76.2195  ;91.325     ;
9.530     ;-78.0   ;S34     ;-76.1966  ;54.5965    ;
9.540     ;-78.0   ;S34     ;-76.2847  ;18.6469    ;
9.550     ;-78.0   ;S34     ;-76.4104  ;-17.1877   ;
9.560     ;-78.0   ;S34     ;-76.4809  ;-52.4823   ;
9.570     ;-78.0   ;S34     ;-76.5374  ;-87.0352   ;
9.580     ;-78.0   ;S34     ;-76.4425  ;-122.039   ;
9.590     ;-78.0   ;S34     ;-76.2392  ;-158.269   ;
9.600     ;-78.0   ;S34     ;-76.2148  ;165.509    ;
9.610     ;-78.0   ;S34     ;-76.1443  ;128.985    ;
9.620     ;-78.0   ;S34     ;-76.1558  ;93.0201    ;
9.630     ;-78.0   ;S34     ;-76.2337  ;57.2745    ;
9.640     ;-78.0   ;S34     ;-76.2479  ;21.4291    ;
9.650     ;-78.0   ;S34     ;-76.2136  ;-13.2434   ;
9.660     ;-78.0   ;S34     ;-76.0559  ;-48.5118   ;
9.670     ;-78.0   ;S34     ;-75.9511  ;-85.0933   ;
9.680     ;-78.0   ;S34     ;-75.873   ;-121.335   ;
9.690     ;-78.0   ;S34     ;-75.9216  ;-157.275   ;
9.700     ;-78.0   ;S34     ;-75.8217  ;166.094    ;
9.710     ;-78.0   ;S34     ;-75.7869  ;130.679    ;
9.720     ;-78.0   ;S34     ;-75.6557  ;94.8081    ;
9.730     ;-78.0   ;S34     ;-75.5884  ;58.6204    ;
9.740     ;-78.0   ;S34     ;-75.4189  ;22.3269    ;
9.750     ;-78.0   ;S34     ;-75.3745  ;-14.2668   ;
9.760     ;-78.0   ;S34     ;-75.2975  ;-50.4798   ;
9.770     ;-78.0   ;S34     ;-75.2931  ;-87.3134   ;
9.780     ;-78.0   ;S34     ;-75.1947  ;-123.842   ;
9.790     ;-78.0   ;S34     ;-75.2302  ;-160.192   ;
9.800     ;-78.0   ;S34     ;-75.0584  ;163.3      ;
9.300     ;-77.0   ;S34     ;-75.9035  ;153.813    ;
9.310     ;-77.0   ;S34     ;-75.8766  ;117.905    ;
9.320     ;-77.0   ;S34     ;-75.8003  ;82.1759    ;
9.330     ;-77.0   ;S34     ;-75.7915  ;46.8007    ;
9.340     ;-77.0   ;S34     ;-75.8808  ;11.0157    ;
9.350     ;-77.0   ;S34     ;-75.8372  ;-24.2455   ;
9.360     ;-77.0   ;S34     ;-75.7184  ;-60.3071   ;
9.370     ;-77.0   ;S34     ;-75.7376  ;-95.8195   ;
9.380     ;-77.0   ;S34     ;-75.6675  ;-132.106   ;
9.390     ;-77.0   ;S34     ;-75.6631  ;-168.2     ;
9.400     ;-77.0   ;S34     ;-75.6614  ;155.033    ;
9.410     ;-77.0   ;S34     ;-75.7818  ;119.023    ;
9.420     ;-77.0   ;S34     ;-75.9617  ;83.6521    ;
9.430     ;-77.0   ;S34     ;-75.9113  ;49.3889    ;
9.440     ;-77.0   ;S34     ;-75.8183  ;13.2665    ;
9.450     ;-77.0   ;S34     ;-75.7133  ;-23.3029   ;
9.460     ;-77.0   ;S34     ;-75.7278  ;-59.8342   ;
9.470     ;-77.0   ;S34     ;-75.8871  ;-96.1987   ;
9.480     ;-77.0   ;S34     ;-76.0862  ;-131.771   ;
9.490     ;-77.0   ;S34     ;-76.1488  ;-166.594   ;
9.500     ;-77.0   ;S34     ;-76.0855  ;158.681    ;
9.510     ;-77.0   ;S34     ;-76.0548  ;122.52     ;
9.520     ;-77.0   ;S34     ;-75.9419  ;86.6913    ;
9.530     ;-77.0   ;S34     ;-75.8503  ;50.5393    ;
9.540     ;-77.0   ;S34     ;-75.9863  ;14.3079    ;
9.550     ;-77.0   ;S34     ;-76.115   ;-21.8558   ;
9.560     ;-77.0   ;S34     ;-76.1751  ;-56.8161   ;
9.570     ;-77.0   ;S34     ;-76.239   ;-91.38     ;
9.580     ;-77.0   ;S34     ;-76.1668  ;-126.905   ;
9.590     ;-77.0   ;S34     ;-76.0269  ;-162.593   ;
9.600     ;-77.0   ;S34     ;-75.8925  ;161.508    ;
9.610     ;-77.0   ;S34     ;-75.8275  ;124.939    ;
9.620     ;-77.0   ;S34     ;-75.8279  ;88.5599    ;
9.630     ;-77.0   ;S34     ;-75.9113  ;53.0179    ;
9.640     ;-77.0   ;S34     ;-75.8896  ;17.8057    ;
9.650     ;-77.0   ;S34     ;-75.8832  ;-18.0296   ;
9.660     ;-77.0   ;S34     ;-75.7128  ;-53.0777   ;
9.670     ;-77.0   ;S34     ;-75.5843  ;-89.8705   ;
9.680     ;-77.0   ;S34     ;-75.5982  ;-125.993   ;
9.690     ;-77.0   ;S34     ;-75.5842  ;-162.414   ;
9.700     ;-77.0   ;S34     ;-75.495   ;161.793    ;
9.710     ;-77.0   ;S34     ;-75.3935  ;126.147    ;
9.720     ;-77.0   ;S34     ;-75.3559  ;90.5435    ;
9.730     ;-77.0   ;S34     ;-75.2268  ;54.0564    ;
9.740     ;-77.0   ;S34     ;-75.1688  ;17.1305    ;
9.750     ;-77.0   ;S34     ;-75.0943  ;-18.6585   ;
9.760     ;-77.0   ;S34     ;-75.0351  ;-55.2593   ;
9.770     ;-77.0   ;S34     ;-74.9778  ;-92.0659   ;
9.780     ;-77.0   ;S34     ;-75.0006  ;-128.287   ;
9.790     ;-77.0   ;S34     ;-74.9234  ;-164.998   ;
9.800     ;-77.0   ;S34     ;-74.8437  ;158.096    ;
9.300     ;-76.0   ;S34     ;-75.4147  ;150.929    ;
9.310     ;-76.0   ;S34     ;-75.3625  ;114.721    ;
9.320     ;-76.0   ;S34     ;-75.3794  ;79.1892    ;
9.330     ;-76.0   ;S34     ;-75.2661  ;43.4481    ;
9.340     ;-76.0   ;S34     ;-75.3337  ;7.43325    ;
9.350     ;-76.0   ;S34     ;-75.2633  ;-28.0385   ;
9.360     ;-76.0   ;S34     ;-75.3191  ;-64.0688   ;
9.370     ;-76.0   ;S34     ;-75.2496  ;-99.4976   ;
9.380     ;-76.0   ;S34     ;-75.2245  ;-135.714   ;
9.390     ;-76.0   ;S34     ;-75.18    ;-172.045   ;
9.400     ;-76.0   ;S34     ;-75.2226  ;151.022    ;
9.410     ;-76.0   ;S34     ;-75.3351  ;115.234    ;
9.420     ;-76.0   ;S34     ;-75.5326  ;79.2476    ;
9.430     ;-76.0   ;S34     ;-75.5548  ;44.5544    ;
9.440     ;-76.0   ;S34     ;-75.3925  ;9.16401    ;
9.450     ;-76.0   ;S34     ;-75.3726  ;-27.2903   ;
9.460     ;-76.0   ;S34     ;-75.3604  ;-64.1391   ;
9.470     ;-76.0   ;S34     ;-75.4816  ;-100.531   ;
9.480     ;-76.0   ;S34     ;-75.6735  ;-136.044   ;
9.490     ;-76.0   ;S34     ;-75.8153  ;-171.056   ;
9.500     ;-76.0   ;S34     ;-75.681   ;154.162    ;
9.510     ;-76.0   ;S34     ;-75.6773  ;118.104    ;
9.520     ;-76.0   ;S34     ;-75.6325  ;82.8362    ;
9.530     ;-76.0   ;S34     ;-75.5649  ;46.1263    ;
9.540     ;-76.0   ;S34     ;-75.665   ;9.82395    ;
9.550     ;-76.0   ;S34     ;-75.7713  ;-25.7219   ;
9.560     ;-76.0   ;S34     ;-75.7962  ;-61.2255   ;
9.570     ;-76.0   ;S34     ;-75.9651  ;-96.2406   ;
9.580     ;-76.0   ;S34     ;-75.8448  ;-130.949   ;
9.590     ;-76.0   ;S34     ;-75.7241  ;-166.71    ;
9.600     ;-76.0   ;S34     ;-75.5998  ;156.867    ;
9.610     ;-76.0   ;S34     ;-75.5116  ;121.208    ;
9.620     ;-76.0   ;S34     ;-75.5201  ;84.5212    ;
9.630     ;-76.0   ;S34     ;-75.5282  ;49.3689    ;
9.640     ;-76.0   ;S34     ;-75.5484  ;13.7731    ;
9.650     ;-76.0   ;S34     ;-75.6187  ;-21.6103   ;
9.660     ;-76.0   ;S34     ;-75.4142  ;-57.2304   ;
9.670     ;-76.0   ;S34     ;-75.2464  ;-93.701    ;
9.680     ;-76.0   ;S34     ;-75.1768  ;-129.815   ;
9.690     ;-76.0   ;S34     ;-75.2279  ;-166.095   ;
9.700     ;-76.0   ;S34     ;-75.0984  ;157.973    ;
9.710     ;-76.0   ;S34     ;-75.0797  ;121.568    ;
9.720     ;-76.0   ;S34     ;-75.0273  ;84.9766    ;
9.730     ;-76.0   ;S34     ;-74.9396  ;49.1407    ;
9.740     ;-76.0   ;S34     ;-74.7963  ;12.2532    ;
9.750     ;-76.0   ;S34     ;-74.7447  ;-24.1181   ;
9.760     ;-76.0   ;S34     ;-74.721   ;-60.3164   ;
9.770     ;-76.0   ;S34     ;-74.6999  ;-96.8709   ;
9.780     ;-76.0   ;S34     ;-74.5931  ;-133.58    ;
9.790     ;-76.0   ;S34     ;-74.5826  ;-170.145   ;
9.800     ;-76.0   ;S34     ;-74.5354  ;153.887    ;
9.300     ;-75.0   ;S34     ;-74.9298  ;147.24     ;
9.310     ;-75.0   ;S34     ;-74.9165  ;111.681    ;
9.320     ;-75.0   ;S34     ;-74.822   ;75.8328    ;
9.330     ;-75.0   ;S34     ;-74.8083  ;39.9663    ;
9.340     ;-75.0   ;S34     ;-74.8606  ;3.75932    ;
9.350     ;-75.0   ;S34     ;-74.8824  ;-31.8156   ;
9.360     ;-75.0   ;S34     ;-74.8923  ;-67.7101   ;
9.370     ;-75.0   ;S34     ;-74.8667  ;-103.246   ;
9.380     ;-75.0   ;S34     ;-74.7712  ;-139.608   ;
9.390     ;-75.0   ;S34     ;-74.8015  ;-176.197   ;
9.400     ;-75.0   ;S34     ;-74.779   ;147.536    ;
9.410     ;-75.0   ;S34     ;-74.9146  ;110.703    ;
9.420     ;-75.0   ;S34     ;-75.0897  ;75.5135    ;
9.430     ;-75.0   ;S34     ;-75.1745  ;39.813     ;
9.440     ;-75.0   ;S34     ;-75.0895  ;4.5446     ;
9.450     ;-75.0   ;S34     ;-75.0099  ;-31.6185   ;
9.460     ;-75.0   ;S34     ;-75.0618  ;-68.143    ;
9.470     ;-75.0   ;S34     ;-75.119   ;-104.705   ;
9.480     ;-75.0   ;S34     ;-75.3296  ;-140.682   ;
9.490     ;-75.0   ;S34     ;-75.4212  ;-175.442   ;
9.500     ;-75.0   ;S34     ;-75.4511  ;149.49     ;
9.510     ;-75.0   ;S34     ;-75.3536  ;113.809    ;
9.520     ;-75.0   ;S34     ;-75.4187  ;78.5087    ;
9.530     ;-75.0   ;S34     ;-75.3086  ;42.4997    ;
9.540     ;-75.0   ;S34     ;-75.3958  ;6.44943    ;
9.550     ;-75.0   ;S34     ;-75.4703  ;-29.5824   ;
9.560     ;-75.0   ;S34     ;-75.5518  ;-64.7571   ;
9.570     ;-75.0   ;S34     ;-75.6664  ;-99.9      ;
9.580     ;-75.0   ;S34     ;-75.5938  ;-134.752   ;
9.590     ;-75.0   ;S34     ;-75.4636  ;-170.241   ;
9.600     ;-75.0   ;S34     ;-75.3028  ;153.578    ;
9.610     ;-75.0   ;S34     ;-75.2069  ;117.315    ;
9.620     ;-75.0   ;S34     ;-75.215   ;80.9257    ;
9.630     ;-75.0   ;S34     ;-75.2286  ;45.0917    ;
9.640     ;-75.0   ;S34     ;-75.2109  ;9.44053    ;
9.650     ;-75.0   ;S34     ;-75.1884  ;-25.48     ;
9.660     ;-75.0   ;S34     ;-74.9995  ;-61.0653   ;
9.670     ;-75.0   ;S34     ;-74.8766  ;-97.4436   ;
9.680     ;-75.0   ;S34     ;-74.8554  ;-134.072   ;
9.690     ;-75.0   ;S34     ;-74.8006  ;-170.27    ;
9.700     ;-75.0   ;S34     ;-74.8051  ;153.665    ;
9.710     ;-75.0   ;S34     ;-74.6465  ;117.357    ;
9.720     ;-75.0   ;S34     ;-74.5902  ;81.0296    ;
9.730     ;-75.0   ;S34     ;-74.5503  ;45.2802    ;
9.740     ;-75.0   ;S34     ;-74.3988  ;8.15097    ;
9.750     ;-75.0   ;S34     ;-74.4192  ;-28.2239   ;
9.760     ;-75.0   ;S34     ;-74.3984  ;-64.8879   ;
9.770     ;-75.0   ;S34     ;-74.3781  ;-101.515   ;
9.780     ;-75.0   ;S34     ;-74.3212  ;-137.665   ;
9.790     ;-75.0   ;S34     ;-74.3134  ;-174.682   ;
9.800     ;-75.0   ;S34     ;-74.2933  ;148.974    ;
9.300     ;-74.0   ;S34     ;-74.4933  ;144.412    ;
9.310     ;-74.0   ;S34     ;-74.5095  ;108.496    ;
9.320     ;-74.0   ;S34     ;-74.422   ;72.4528    ;
9.330     ;-74.0   ;S34     ;-74.3867  ;36.2377    ;
9.340     ;-74.0   ;S34     ;-74.4563  ;0.432207   ;
9.350     ;-74.0   ;S34     ;-74.4453  ;-35.3126   ;
